source,actions
"['p', 'r', 'o', 'p', 'l', 'é', 't', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'l', 'í', 't', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'l', 'í', 't', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'l', 'í', 'ž', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'ž @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'p', 'l', 'ý', 't', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'j', 'e', 'n', 'ý', 'c', 'h']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'j @@', 'COPY', 'n @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'n', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 't', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'u', 'š', 't', 'ě', 'l', 'i']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'ě @@', 'l @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'u', 'š', 't', 'ě', 'n', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'ě @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'u', 'š', 't', 'ě', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'ě @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'v', 'í', 'd', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'v', 'í', 'd', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'č', 'í', 's', 't', 'i']","['COPY', 'COPY', 'o @@', 'COPY', 'o @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'č', 'í', 't', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'o', 'č', 'í', 't', 'á', 'v', 'a', 't', 'e', 'l', 'n', 'ý']","['COPY', 'COPY', 'o @@', 'COPY', 'o @@', 'COPY', 'COPY', 't @@', 'á @@', 'v @@', 'a @@', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY']"
"['p', 'r', 'o', 'p', 'r', 'a', 'c', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'r', 'a', 'c', 'o', 'v', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY', 'COPY', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 's', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 's @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'u', 'k', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'u', 'k', 'n', 'o', 'u']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'n @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 'p', 'u', 'k', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 'p', 'u', 's', 't', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'l', 'e', 'n', 'á']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'COPY', 'n @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'l', 'i', 'l', 'a']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'i @@', 'l @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'l', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'n', 'a']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'n', 'a', 'b', 'o', 'h', 'a']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'a @@', 'COPY', 'COPY', 'h @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'n', 'a', 'j', 'á', 'n', 'a']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'a @@', 'COPY', 'COPY', 'n @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 'n', 'e', 'č', 'k', 'a']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'k @@', 'COPY']"
"['p', 'r', 'o', 'p', 'á', 's', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 'p', 'é', 'c', 'i']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'c @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'c', 'h', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'c', 'h', 'n', 'e']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'c', 'h', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'c', 'h', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'j', 'e', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'j @@', 'e @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 'r', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'r @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'í', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'í @@', 'COPY']"
"['p', 'r', 'o', 'p', 'ě', 's', 't', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'p', 'ě', 's', 't', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 'p', 'ů', 'j', 'č', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'č @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 'r', 'a', 'z', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 'r', 'a', 'z', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'COPY']"
"['p', 'r', 'o', 'r', 'o', 'k', 'e', 'm']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 'r', 'o', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 'r', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'r', 'á', 'ž', 'e', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'ž @@', 'e @@', 'COPY']"
"['p', 'r', 'o', 'r', 'ý', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'ý @@', 'COPY']"
"['p', 'r', 'o', 'r', 'ý', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'ý @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'r', 'ů', 's', 't', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 't @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 'r', 'ů', 's', 't', 'i']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 's @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'd', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'z', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'z', 'o', 'v', 'á', 'n', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'COPY', 'COPY', 'á @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'z', 'u', 'j', 'e', 'm', 'e']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'COPY', 'COPY', 'e @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'a', 'z', 'u', 'j', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'z @@', 'COPY', 'j @@', 'COPY']"
"['p', 'r', 'o', 's', 'c', 'h', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 's', 'c', 'h', 'v', 'a', 'l', 'o', 'v', 'á', 'v', 'a', 't', 'e', 'l', 'n', 'o', 's', 't']","['COPY', 'COPY', 'o @@', 's @@', 'COPY', 'COPY', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'á @@', 'v @@', 'a @@', 'COPY', 'COPY', 'COPY', 'n @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'c', 'i', 'u', 't', 't', 'o']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 'd', 'ě', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'd @@', 'ě @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 'k', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 'k', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 'k', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'k @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 'l']","['COPY', 'COPY', 'o @@', 'COPY', 'e @@', 'COPY']"
"['p', 'r', 'o', 's', 'e', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'e @@', 'COPY']"
"['p', 'r', 'o', 's', 'i', 'l']","['COPY', 'COPY', 'COPY', 's @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'i', 'l', 'y']","['COPY', 'COPY', 'COPY', 's @@', 'i @@', 'l @@', 'COPY']"
"['p', 'r', 'o', 's', 'i', 'n', 'c', 'i']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'c @@', 'COPY']"
"['p', 'r', 'o', 's', 'i', 't']","['COPY', 'COPY', 'COPY', 's @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'i', 't', 'i']","['COPY', 'COPY', 'COPY', 's @@', 'i @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'k', 'a', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'k', 'l', 'o', 'ň', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 's @@', 'COPY', 'COPY', 'COPY', 'ň @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'k', 'o', 'č', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'č @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'k', 'r', 'i', 'b', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'b @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'a', 'v', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'v @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'e', 'c', 'h', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'o', 'v']","['COPY', 'COPY', 'o @@', 'COPY', 'l @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'o', 'v', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'v @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'u', 'l', 'o', 's', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'u @@', 'l @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'u', 'l', 'é', 'm', 'u']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'u @@', 'l @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'u', 'n', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'n @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'l', 'í', 'd', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'm', 'y', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 's @@', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'm', 'ý', 'k', 'a', 't']","['COPY', 'COPY', 'o @@', 's @@', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'm', 'ý', 'č', 'i', 't']","['COPY', 'COPY', 'o @@', 's @@', 'COPY', 'COPY', 'č @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'n', 'í', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'n @@', 'í @@', 'COPY']"
"['p', 'r', 'o', 's', 'o', 'l', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'l @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'o', 'u', 'd', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 'o', 'u', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'u @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'e', 'k', 't', 'e', 'c', 'h']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'e', 'k', 't', 'ů']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'e', 'k', 'u', 'l', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'l @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'e', 'r', 'i', 't', 'ě']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'e', 'r', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'í', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'í @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'í', 'v', 'á']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'í @@', 'v @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'c', 'h']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'c', 'h', 'o', 'v', 'ý', 'm']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'v @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'c', 'h', 'u']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'ě @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'š', 'n', 'á']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'š', 'n', 'é']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'š', 'n', 'ý']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 'p', 'ě', 'š', 'n', 'ě', 'j', 'š', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY', 'j @@', 'š @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'a', 't', 'u']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'a', 'v', 'ě', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'v @@', 'ě @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'i', 't', 'u', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'u @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'h', 'o', 'v', 'a', 'n', 'ě']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'a @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'n', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'n @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'p', 'á', 'š', 'n', 'í', 'k', 'ů']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'o @@', 'COPY', 'COPY', 'š @@', 'n @@', 'COPY', 'k @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'r']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'r', 'o', 'v', 'ě']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY', 'v @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'r', 'u']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'r', 'y']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'r', 'ů']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'r @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 't', 'a']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'u']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'u', 'p', 'e', 'n', 'o']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'p @@', 'COPY', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'o', 'u', 'p', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'p @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'r', 'k', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'k @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'r', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'r', 'k', 'á', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'k @@', 'á @@', 'v @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'r', 'č', 'i', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'č @@', 'i @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'u', 'd', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'u', 'd', 'o', 'v', 'á', 'n', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'á @@', 'n @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'u', 'p', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'p @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'u', 'p', 'u', 'j', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'p @@', 'COPY', 'j @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'y', 'd', 'n', 'o', 'u', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'u @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'á', 't']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'á @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'é']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'í', 'r', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'r @@', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ý']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ě']","['COPY', 'COPY', 'COPY', 'COPY', 't @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ě', 'h', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'h @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ě', 'j', 'o', 'v', 'a']","['COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'COPY', 'j @@', 'COPY', 'v @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'e', 'k']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'k', 'e', 'm']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'k @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'k', 'o', 'v', 'a', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'k @@', 'COPY', 'COPY', 'a @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'k', 'y']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'k @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'k', 'ů']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'k @@', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'n', 'i', 'c', 't', 'v', 'í', 'm']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY', 'COPY', 'c @@', 'COPY', 'v @@', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'n', 'o', 's', 't']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'n @@', 'COPY', 'COPY', 'COPY']"
"['p', 'r', 'o', 's', 't', 'ř', 'e', 'd', 'í']","['COPY', 'COPY', 'o @@', 'COPY', 'COPY', 'COPY', 'COPY', 'd @@', 'COPY']"
